"Kdramas Hancinema,,,,,,"
"Variable,   Año de estreno,   Género,   Dirección y escritura,   Canal donde fue emitido,   Fechas en los que estuvo al aire,   Casting de la serie"
"Kdrama 1,,,,,,"
